蚕豆,1,0.709024571204,1.0,-0.631995750804,-1.0
蚕豆,1,0.61251143837,1.0,-0.641733129909,-1.0
蚕豆,1,0.708947174753,1.0,-0.622683602237,-1.0
蚕豆,1,0.748156461962,1.0,-0.628671786271,-1.0
蚕豆,1,0.887877924058,1.0,-0.620714238684,-1.0
蚕豆,1,0.857297891714,1.0,-0.625531207952,-1.0
蚕豆,1,-1.0,-0.998010562062,-0.538410764261,1.0
蚕豆,1,0.612208570985,1.0,-0.650027124272,-1.0
大米,2,0.726947562501,1.0,-0.507523569079,-1.0
大米,2,0.714159708239,1.0,-0.525575601073,-1.0
大米,2,0.762824134467,1.0,-0.542681313022,-1.0
大米,2,0.747245789496,1.0,-0.537596205095,-1.0
大米,2,0.756102069441,1.0,-0.53549955629,-1.0
大米,2,0.700648549354,1.0,-0.541848361854,-1.0
大米,2,0.740092815826,1.0,-0.533669323941,-1.0
大米,2,0.765189355755,1.0,-0.517884478286,-1.0
黑豆,3,-0.224428138577,1.0,-0.671763502178,-1.0
黑豆,3,0.250119858548,1.0,-0.675763631325,-1.0
黑豆,3,-0.277968234436,1.0,-0.667291068296,-1.0
黑豆,3,0.192799494704,1.0,-0.674066510761,-1.0
黑豆,3,0.0546660804098,1.0,-0.677810108178,-1.0
黑豆,3,0.145872605972,1.0,-0.673004124729,-1.0
黑豆,3,0.334017264167,1.0,-0.671544699428,-1.0
黑豆,3,0.402173730772,1.0,-0.660916227362,-1.0
黑米,4,-0.0186131172674,1.0,-0.613500083427,-1.0
黑米,4,0.364485147944,1.0,-0.625417901283,-1.0
黑米,4,0.72807906668,1.0,-0.57983732143,-1.0
黑米,4,0.584182774271,1.0,-0.58378920935,-1.0
黑米,4,0.641580738211,1.0,-0.59435068631,-1.0
黑米,4,0.342735888153,1.0,-0.591484039142,-1.0
黑米,4,0.626298117869,1.0,-0.577504627535,-1.0
黑米,4,0.194736339295,1.0,-0.616237995094,-1.0
黄豆,5,0.974115846462,1.0,-0.623509496905,-1.0
黄豆,5,1.0,0.994418768583,-0.621613188166,-1.0
黄豆,5,0.93441552953,1.0,-0.622237734682,-1.0
黄豆,5,1.0,0.990993702598,-0.62246461992,-1.0
黄豆,5,0.967741813682,1.0,-0.62152416821,-1.0
黄豆,5,0.955234196272,1.0,-0.614223269708,-1.0
黄豆,5,0.959323386134,1.0,-0.622149106641,-1.0
黄豆,5,0.998996605884,1.0,-0.623778632164,-1.0
荞麦,6,1.0,0.976755005359,-0.605154655619,-1.0
荞麦,6,1.0,0.920204069385,-0.619795364066,-1.0
荞麦,6,0.733963521901,1.0,-0.637189465206,-1.0
荞麦,6,1.0,0.805534748968,-0.63283585815,-1.0
荞麦,6,1.0,0.803535890498,-0.631262293786,-1.0
荞麦,6,1.0,0.842360138924,-0.622244008223,-1.0
荞麦,6,1.0,0.964179119567,-0.605280463542,-1.0
荞麦,6,0.983452462456,1.0,-0.612716582198,-1.0
薏米,7,0.871133398333,1.0,-0.62587864448,-1.0
薏米,7,0.903309694398,1.0,-0.628727711073,-1.0
薏米,7,0.850055811353,1.0,-0.633567461156,-1.0
薏米,7,0.894059566388,1.0,-0.632192011197,-1.0
薏米,7,0.864554229862,1.0,-0.630431197624,-1.0
薏米,7,0.907631175502,1.0,-0.625840389157,-1.0
